ID,Cycle,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,RUL
49,42,0.0006,0.0001,100.0,518.67,641.82,1583.73,1393.18,14.62,21.61,554.26,2387.99,9077.05,1.3,47.31,522.3,2388.01,8154.74,8.4066,0.03,390,2388,100.0,38.92,23.4322,126
49,43,41.9995,0.8403,100.0,445.0,549.93,1356.51,1123.11,3.91,5.72,139.13,2212.22,8344.94,1.02,41.93,130.55,2388.41,8099.7,9.2948,0.02,330,2212,100.0,10.64,6.2795,125
49,44,42.0061,0.84,100.0,445.0,549.29,1348.49,1114.46,3.91,5.71,138.66,2212.23,8338.58,1.02,41.63,130.59,2388.38,8100.96,9.3002,0.02,330,2212,100.0,10.48,6.3458,124
49,45,20.0048,0.7,100.0,491.19,607.3,1478.2,1243.02,9.35,13.65,335.32,2324.01,8742.47,1.08,44.03,315.74,2388.1,8082.19,9.1337,0.02,365,2324,100.0,24.75,14.7725,123
49,46,41.9995,0.84,100.0,445.0,549.29,1350.33,1123.25,3.91,5.72,139.31,2212.24,8335.08,1.02,41.95,130.65,2388.33,8096.09,9.3044,0.02,329,2212,100.0,10.71,6.4314,122
49,47,41.9991,0.84,100.0,445.0,549.07,1354.14,1120.55,3.91,5.71,138.82,2212.25,8338.8,1.02,41.85,130.53,2388.37,8105.62,9.3496,0.02,331,2212,100.0,10.46,6.3379,121
49,48,42.001,0.842,100.0,445.0,549.45,1352.5,1117.88,3.91,5.72,138.31,2212.24,8338.6,1.02,41.84,130.46,2388.33,8109.57,9.3024,0.02,330,2212,100.0,10.71,6.3545,120
49,49,41.9993,0.8401,100.0,445.0,549.54,1348.47,1121.48,3.91,5.71,139.04,2212.32,8334.53,1.02,41.84,131.19,2388.35,8103.38,9.3482,0.02,329,2212,100.0,10.66,6.3257,119
49,50,10.0041,0.2509,100.0,489.05,604.37,1493.27,1302.63,10.52,15.49,395.14,2318.84,8797.17,1.26,45.38,371.89,2388.03,8145.12,8.6158,0.03,367,2319,100.0,28.66,17.2918,118
49,51,42.007,0.84,100.0,445.0,549.04,1355.65,1125.41,3.91,5.71,139.28,2212.26,8333.98,1.02,41.7,130.23,2388.34,8101.83,9.3174,0.02,330,2212,100.0,10.67,6.4231,117
49,52,25.0029,0.6209,60.0,462.54,536.35,1259.8,1042.99,7.05,9.03,176.34,1915.59,8019.77,0.94,36.63,164.76,2028.52,7881.9,10.884,0.02,306,1915,84.93,14.25,8.6478,116
49,53,25.0023,0.62,60.0,462.54,536.37,1260.09,1041.88,7.05,9.03,175.12,1915.6,8017.91,0.94,36.44,164.14,2028.51,7890.21,10.8915,0.02,305,1915,84.93,14.15,8.5945,115
49,54,9.9984,0.2504,100.0,489.05,604.27,1499.45,1307.02,10.52,15.49,395.22,2318.84,8789.56,1.26,45.14,372.12,2388.1,8145.81,8.5896,0.03,369,2319,100.0,28.69,17.2497,114
49,55,25.003,0.62,60.0,462.54,536.44,1256.73,1047.5,7.05,9.03,175.36,1915.64,8019.12,0.94,36.55,164.92,2028.55,7892.17,10.8899,0.02,306,1915,84.93,14.22,8.6208,113
49,56,42.0002,0.8418,100.0,445.0,549.66,1344.86,1125.23,3.91,5.72,139.22,2212.21,8335.68,1.02,41.74,130.69,2388.33,8103.8,9.3063,0.02,329,2212,100.0,10.79,6.3979,112
49,57,0.0016,0.0007,100.0,518.67,641.78,1580.0,1394.15,14.62,21.61,554.4,2388.03,9076.76,1.3,47.29,522.13,2387.99,8157.66,8.4222,0.03,390,2388,100.0,38.93,23.3976,111
49,58,25.0071,0.6203,60.0,462.54,536.97,1258.64,1051.14,7.05,9.03,175.37,1915.6,8024.62,0.94,36.56,164.45,2028.47,7891.25,10.8779,0.02,307,1915,84.93,14.43,8.4967,110
49,59,25.0061,0.62,60.0,462.54,537.09,1260.75,1048.15,7.05,9.03,176.27,1915.57,8017.08,0.94,36.63,164.8,2028.52,7884.52,10.8717,0.02,307,1915,84.93,14.45,8.5227,109
49,60,10.0026,0.25,100.0,489.05,604.42,1495.34,1301.61,10.52,15.49,394.65,2318.81,8796.82,1.26,45.33,372.31,2388.05,8147.84,8.6055,0.03,367,2319,100.0,28.46,17.3035,108
49,61,0.0027,0.0002,100.0,518.67,641.77,1588.24,1395.49,14.62,21.61,554.78,2387.93,9077.74,1.3,47.27,522.54,2387.99,8154.14,8.3884,0.03,394,2388,100.0,39.03,23.3382,107
49,62,35.0021,0.84,100.0,449.44,555.05,1359.03,1124.54,5.48,8.0,194.66,2223.2,8362.33,1.02,41.74,183.06,2388.39,8083.36,9.293,0.02,333,2223,100.0,14.84,8.9651,106
49,63,20.0041,0.7004,100.0,491.19,607.28,1486.09,1247.48,9.35,13.65,334.65,2324.02,8736.4,1.08,44.12,315.32,2388.18,8072.17,9.2054,0.02,362,2324,100.0,24.46,14.7504,105
49,64,25.0074,0.62,60.0,462.54,537.19,1264.67,1036.79,7.05,9.03,175.46,1915.7,8021.79,0.94,36.65,164.54,2028.54,7891.53,10.9017,0.02,307,1915,84.93,14.49,8.5065,104
49,65,35.0018,0.8408,100.0,449.44,555.07,1369.27,1125.0,5.48,8.0,195.09,2223.25,8358.23,1.02,41.79,183.2,2388.37,8086.17,9.2748,0.02,332,2223,100.0,15.07,8.9631,103
49,66,42.0019,0.8418,100.0,445.0,549.31,1359.11,1121.04,3.91,5.72,139.19,2212.28,8336.42,1.02,41.82,131.37,2388.34,8104.03,9.3094,0.02,330,2212,100.0,10.61,6.369,102
49,67,24.9982,0.6201,60.0,462.54,536.4,1256.65,1030.68,7.05,9.02,175.54,1915.58,8021.54,0.94,36.63,164.64,2028.49,7886.74,10.8826,0.02,308,1915,84.93,14.17,8.5248,101
49,68,20.0057,0.7013,100.0,491.19,606.99,1481.27,1248.22,9.35,13.65,334.94,2324.04,8736.33,1.08,44.2,315.65,2388.21,8080.37,9.1513,0.02,364,2324,100.0,24.51,14.6328,100
49,69,10.0003,0.2505,100.0,489.05,605.06,1499.48,1295.62,10.52,15.49,394.76,2318.81,8791.78,1.26,45.16,371.72,2388.03,8145.55,8.6375,0.03,368,2319,100.0,28.72,17.1121,99
49,70,42.0059,0.8413,100.0,445.0,549.21,1355.18,1121.69,3.91,5.71,138.99,2212.23,8333.19,1.02,41.87,130.9,2388.33,8096.8,9.2967,0.02,331,2212,100.0,10.82,6.3906,98
49,71,0.002,0.0,100.0,518.67,641.94,1583.83,1394.18,14.62,21.61,554.06,2387.98,9067.73,1.3,47.14,522.27,2387.99,8147.68,8.4391,0.03,392,2388,100.0,38.91,23.4955,97
49,72,35.005,0.842,100.0,449.44,555.76,1368.3,1126.27,5.48,8.0,195.25,2223.22,8369.71,1.02,41.96,183.9,2388.36,8087.3,9.3272,0.02,333,2223,100.0,14.77,8.929,96
49,73,35.0026,0.8412,100.0,449.44,555.74,1355.38,1123.57,5.48,8.0,194.93,2223.24,8363.96,1.03,41.86,183.31,2388.41,8084.36,9.2908,0.02,333,2223,100.0,15.01,8.9808,95
49,74,20.0019,0.7008,100.0,491.19,607.35,1479.37,1237.99,9.35,13.65,335.33,2324.02,8744.59,1.08,44.26,315.64,2388.18,8077.83,9.1842,0.02,365,2324,100.0,24.67,14.7147,94
49,75,19.9997,0.7015,100.0,491.19,606.31,1482.03,1249.37,9.35,13.65,335.39,2324.0,8744.86,1.08,44.07,315.7,2388.13,8078.66,9.2149,0.02,363,2324,100.0,24.54,14.7997,93
49,76,35.0042,0.8419,100.0,449.44,555.61,1366.0,1124.07,5.48,8.0,195.03,2223.28,8371.51,1.02,41.79,183.56,2388.35,8084.65,9.2992,0.02,335,2223,100.0,14.85,8.876,92
49,77,0.0023,0.0003,100.0,518.67,641.98,1584.76,1392.71,14.62,21.61,554.81,2388.0,9072.51,1.3,47.13,522.02,2388.02,8150.09,8.4205,0.03,392,2388,100.0,38.81,23.3592,91
49,78,9.9999,0.25,100.0,489.05,604.84,1498.99,1303.47,10.52,15.49,394.94,2318.84,8796.78,1.26,45.43,372.06,2388.06,8149.71,8.6309,0.03,369,2319,100.0,28.73,17.0862,90
49,79,35.0007,0.8401,100.0,449.44,555.3,1369.47,1128.85,5.48,8.0,194.33,2223.27,8368.02,1.02,41.66,183.63,2388.33,8085.11,9.3051,0.02,333,2223,100.0,15.0,8.9641,89
49,80,19.9993,0.7,100.0,491.19,607.41,1481.85,1247.49,9.35,13.65,335.08,2324.0,8740.61,1.08,43.97,315.08,2388.13,8076.09,9.2032,0.02,364,2324,100.0,24.46,14.7413,88
49,81,35.0063,0.84,100.0,449.44,556.0,1358.24,1124.71,5.48,8.0,194.86,2223.22,8372.43,1.03,41.69,183.82,2388.39,8083.54,9.3079,0.02,334,2223,100.0,14.83,8.9261,87
49,82,42.0052,0.8404,100.0,445.0,549.29,1356.34,1124.28,3.91,5.72,138.5,2212.23,8340.46,1.02,41.94,130.84,2388.29,8103.31,9.3665,0.02,331,2212,100.0,10.5,6.2828,86
49,83,34.9985,0.841,100.0,449.44,555.63,1359.53,1124.14,5.48,8.0,195.04,2223.25,8367.9,1.02,41.65,183.2,2388.37,8081.7,9.3252,0.02,333,2223,100.0,14.85,8.8622,85
49,84,41.999,0.8419,100.0,445.0,549.49,1356.84,1125.11,3.91,5.72,137.98,2212.19,8336.27,1.02,42.01,130.65,2388.31,8099.0,9.3517,0.02,330,2212,100.0,10.53,6.3339,84
49,85,0.0003,0.0,100.0,518.67,642.65,1584.07,1404.16,14.62,21.61,554.52,2388.02,9082.69,1.3,47.31,522.31,2388.0,8150.6,8.3691,0.03,391,2388,100.0,38.87,23.4018,83
49,86,25.0056,0.6214,60.0,462.54,536.16,1259.64,1042.5,7.05,9.03,175.99,1915.58,8027.65,0.94,36.6,164.3,2028.49,7886.96,10.8801,0.02,307,1915,84.93,14.35,8.5285,82
49,87,20.0071,0.7009,100.0,491.19,607.31,1482.48,1243.53,9.35,13.66,335.49,2324.03,8739.77,1.08,44.38,314.95,2388.22,8075.3,9.1896,0.02,363,2324,100.0,24.37,14.7329,81
49,88,0.0022,0.0011,100.0,518.67,642.24,1583.42,1404.81,14.62,21.61,553.77,2388.04,9077.45,1.3,47.06,522.15,2387.99,8150.83,8.4362,0.03,393,2388,100.0,39.0,23.2972,80
49,89,42.0056,0.8408,100.0,445.0,549.32,1350.96,1121.17,3.91,5.71,138.55,2212.28,8335.36,1.02,41.91,130.13,2388.39,8098.96,9.3249,0.02,331,2212,100.0,10.41,6.3025,79
49,90,41.9985,0.8408,100.0,445.0,549.52,1350.02,1118.46,3.91,5.71,138.81,2212.19,8335.22,1.02,41.88,130.26,2388.28,8106.36,9.3301,0.02,329,2212,100.0,10.67,6.366,78
49,91,25.0003,0.6206,60.0,462.54,536.49,1261.69,1035.05,7.05,9.03,175.75,1915.57,8023.66,0.94,36.69,164.9,2028.5,7890.68,10.865,0.02,307,1915,84.93,14.31,8.5607,77
49,92,42.0046,0.8402,100.0,445.0,549.64,1355.13,1121.69,3.91,5.72,138.48,2212.33,8352.4,1.02,41.85,130.82,2388.39,8104.59,9.3473,0.02,331,2212,100.0,10.66,6.297,76
49,93,35.0063,0.84,100.0,449.44,555.44,1366.55,1125.19,5.48,8.0,194.07,2223.22,8366.66,1.02,41.72,183.19,2388.35,8084.68,9.276,0.02,332,2223,100.0,14.86,8.9536,75
49,94,42.0068,0.84,100.0,445.0,549.37,1354.89,1118.27,3.91,5.71,138.72,2212.2,8340.79,1.02,41.84,130.92,2388.29,8105.06,9.3281,0.02,329,2212,100.0,10.69,6.3942,74
49,95,42.0026,0.84,100.0,445.0,549.54,1354.75,1120.51,3.91,5.72,138.1,2212.25,8342.97,1.02,41.94,131.24,2388.32,8103.62,9.3415,0.02,331,2212,100.0,10.58,6.2533,73
49,96,0.0028,0.0,100.0,518.67,642.1,1593.24,1401.99,14.62,21.61,554.25,2387.98,9079.04,1.3,47.39,522.21,2388.04,8157.9,8.4157,0.03,389,2388,100.0,39.06,23.356,72
49,97,34.9981,0.8415,100.0,449.44,555.29,1358.97,1127.5,5.48,8.0,194.76,2223.3,8367.87,1.02,41.74,182.45,2388.38,8079.38,9.2695,0.02,333,2223,100.0,15.04,8.9258,71
49,98,10.0001,0.25,100.0,489.05,604.66,1498.24,1304.88,10.52,15.49,394.64,2318.87,8797.95,1.26,45.23,371.64,2388.06,8151.3,8.665,0.03,369,2319,100.0,28.84,17.0749,70
49,99,9.9993,0.25,100.0,489.05,605.29,1497.8,1308.84,10.52,15.49,394.76,2318.93,8797.34,1.26,45.43,371.65,2388.03,8142.12,8.6476,0.03,370,2319,100.0,28.7,17.1216,69
49,100,35.0075,0.84,100.0,449.44,555.96,1363.45,1125.76,5.48,8.0,194.75,2223.26,8374.97,1.02,41.7,182.69,2388.42,8089.05,9.3029,0.02,334,2223,100.0,14.71,8.8394,68
49,101,25.0022,0.6211,60.0,462.54,536.59,1260.81,1052.3,7.05,9.03,175.87,1915.61,8022.34,0.94,36.69,164.7,2028.45,7885.35,10.8947,0.02,308,1915,84.93,14.21,8.629,67
49,102,0.0011,0.0,100.0,518.67,642.42,1588.41,1401.66,14.62,21.61,553.6,2388.07,9077.56,1.3,47.33,522.07,2388.07,8151.05,8.3883,0.03,392,2388,100.0,38.87,23.3883,66
49,103,20.0011,0.7,100.0,491.19,607.43,1479.14,1245.51,9.35,13.65,334.43,2324.06,8741.12,1.08,44.31,315.41,2388.19,8082.45,9.2123,0.02,366,2324,100.0,24.46,14.7329,65
49,104,35.0021,0.84,100.0,449.44,555.42,1366.67,1123.1,5.48,8.0,195.26,2223.28,8372.43,1.02,41.99,183.09,2388.34,8085.8,9.3085,0.02,334,2223,100.0,14.96,8.8482,64
49,105,10.003,0.2501,100.0,489.05,605.34,1497.58,1307.22,10.52,15.49,394.33,2318.92,8793.39,1.26,45.49,371.62,2388.12,8145.08,8.6614,0.03,369,2319,100.0,28.58,17.1386,63
49,106,42.0013,0.8417,100.0,445.0,549.79,1355.93,1126.93,3.91,5.72,138.26,2212.28,8341.28,1.02,42.02,130.1,2388.3,8091.82,9.322,0.02,329,2212,100.0,10.62,6.302,62
49,107,10.0005,0.2509,100.0,489.05,604.71,1507.88,1300.01,10.52,15.49,394.83,2318.92,8801.76,1.26,45.35,371.56,2388.06,8144.01,8.682,0.03,369,2319,100.0,28.54,17.0928,61
49,108,0.0003,0.0002,100.0,518.67,642.37,1589.76,1404.63,14.62,21.61,553.72,2388.02,9072.23,1.3,47.42,521.2,2388.05,8153.36,8.4219,0.03,392,2388,100.0,38.71,23.3364,60
49,109,0.0021,0.0,100.0,518.67,642.46,1594.0,1400.2,14.62,21.61,554.34,2388.08,9071.2,1.3,47.41,522.08,2388.06,8155.9,8.4171,0.03,392,2388,100.0,38.99,23.3254,59
49,110,34.9985,0.8412,100.0,449.44,555.97,1364.08,1124.86,5.48,8.0,194.08,2223.19,8373.72,1.02,41.92,183.37,2388.39,8092.89,9.2998,0.02,334,2223,100.0,14.78,8.869,58
49,111,25.0056,0.622,60.0,462.54,536.08,1258.37,1047.43,7.05,9.03,175.38,1915.63,8033.16,0.94,36.79,164.67,2028.57,7890.91,10.9072,0.02,307,1915,84.93,14.25,8.6398,57
49,112,25.003,0.6216,60.0,462.54,536.95,1260.38,1055.71,7.05,9.03,175.05,1915.67,8022.42,0.94,36.68,164.99,2028.57,7885.92,10.8816,0.02,308,1915,84.93,14.25,8.5764,56
49,113,35.0026,0.84,100.0,449.44,556.11,1356.21,1132.33,5.48,8.0,195.11,2223.28,8366.52,1.02,41.68,183.33,2388.33,8084.32,9.3219,0.02,333,2223,100.0,14.79,9.012,55
49,114,35.0067,0.84,100.0,449.44,555.53,1367.56,1136.2,5.48,8.0,194.38,2223.22,8358.5,1.02,41.81,182.88,2388.37,8084.23,9.3382,0.02,334,2223,100.0,14.96,8.9492,54
49,115,42.002,0.8403,100.0,445.0,550.07,1357.01,1132.12,3.91,5.72,138.09,2212.26,8339.85,1.02,42.08,131.1,2388.35,8109.31,9.349,0.02,331,2212,100.0,10.59,6.3727,53
49,116,42.0078,0.841,100.0,445.0,549.29,1354.18,1121.83,3.91,5.72,138.57,2212.2,8339.9,1.02,42.11,131.03,2388.32,8100.21,9.3498,0.02,331,2212,100.0,10.64,6.5439,52
49,117,20.001,0.7,100.0,491.19,607.01,1480.25,1246.7,9.35,13.66,334.32,2324.06,8741.35,1.08,44.5,315.29,2388.19,8077.31,9.2327,0.02,365,2324,100.0,24.63,14.674,51
49,118,10.0066,0.2504,100.0,489.05,604.88,1497.63,1310.5,10.52,15.49,394.46,2318.93,8800.17,1.26,45.41,371.57,2388.1,8146.45,8.6771,0.03,370,2319,100.0,28.56,17.0108,50
49,119,25.0019,0.62,60.0,462.54,537.15,1262.52,1047.56,7.05,9.03,176.06,1915.61,8024.39,0.94,36.64,164.74,2028.56,7887.17,10.9102,0.02,308,1915,84.93,14.28,8.6014,49
49,120,42.0062,0.84,100.0,445.0,549.83,1359.15,1124.62,3.91,5.72,138.48,2212.26,8350.88,1.02,41.95,131.13,2388.32,8108.04,9.3533,0.02,332,2212,100.0,10.6,6.4073,48
49,121,35.0059,0.8419,100.0,449.44,556.38,1361.03,1127.4,5.48,8.0,194.4,2223.29,8367.35,1.02,42.07,183.8,2388.39,8081.42,9.3468,0.02,334,2223,100.0,14.85,8.8851,47
49,122,42.003,0.8407,100.0,445.0,549.7,1351.07,1126.86,3.91,5.72,139.6,2212.14,8339.09,1.02,41.98,130.58,2388.31,8107.08,9.3278,0.02,332,2212,100.0,10.72,6.3215,46
49,123,20.0038,0.7,100.0,491.19,607.61,1482.09,1249.32,9.35,13.66,333.99,2324.09,8746.32,1.08,44.41,314.89,2388.24,8079.28,9.2513,0.02,365,2324,100.0,24.38,14.7176,45
49,124,42.0058,0.84,100.0,445.0,549.43,1354.08,1122.12,3.91,5.72,138.34,2212.27,8337.25,1.02,42.25,130.41,2388.3,8104.9,9.3413,0.02,332,2212,100.0,10.74,6.4115,44
49,125,20.0067,0.7014,100.0,491.19,607.01,1471.97,1257.26,9.35,13.66,334.88,2324.13,8742.85,1.08,44.47,314.55,2388.2,8078.63,9.2469,0.02,366,2324,100.0,24.5,14.6435,43
49,126,35.0079,0.84,100.0,449.44,555.66,1366.85,1132.59,5.48,8.0,194.29,2223.29,8367.96,1.02,41.81,183.3,2388.35,8087.53,9.3535,0.02,334,2223,100.0,14.85,8.962,42
49,127,10.0044,0.25,100.0,489.05,605.06,1501.61,1314.53,10.52,15.49,393.6,2319.03,8795.23,1.26,45.59,371.29,2388.2,8152.6,8.6522,0.03,369,2319,100.0,28.6,17.1592,41
49,128,42.0001,0.84,100.0,445.0,549.64,1358.82,1124.94,3.91,5.71,139.26,2212.2,8350.12,1.02,42.15,130.56,2388.31,8104.35,9.3792,0.02,328,2212,100.0,10.53,6.3391,40
49,129,0.0022,0.0009,100.0,518.67,641.86,1588.52,1416.67,14.62,21.61,553.34,2388.04,9075.19,1.3,47.66,521.19,2388.03,8155.19,8.4711,0.03,394,2388,100.0,38.92,23.2571,39
49,130,35.003,0.84,100.0,449.44,555.92,1372.02,1130.73,5.48,8.0,194.26,2223.23,8372.04,1.02,42.07,183.63,2388.38,8086.81,9.3412,0.02,335,2223,100.0,14.87,8.9581,38
49,131,0.0024,0.001,100.0,518.67,642.21,1595.61,1410.84,14.62,21.61,553.23,2388.06,9081.28,1.3,47.68,521.5,2388.12,8153.92,8.4438,0.03,394,2388,100.0,38.78,23.2532,37
49,132,0.0008,0.0011,100.0,518.67,643.01,1596.0,1408.34,14.62,21.61,552.99,2388.1,9080.69,1.3,47.5,521.23,2388.04,8151.71,8.4233,0.03,394,2388,100.0,38.59,23.2427,36
49,133,25.0012,0.62,60.0,462.54,536.74,1266.62,1051.53,7.05,9.03,175.68,1915.68,8030.89,0.94,36.79,164.65,2028.58,7888.66,10.9536,0.02,308,1915,84.93,14.35,8.6715,35
49,134,42.0072,0.84,100.0,445.0,549.93,1361.23,1138.74,3.91,5.72,138.6,2212.28,8346.3,1.02,42.18,130.45,2388.38,8101.13,9.3586,0.02,331,2212,100.0,10.66,6.4444,34
49,135,25.0073,0.62,60.0,462.54,537.11,1270.73,1059.46,7.05,9.03,175.26,1915.65,8026.04,0.94,36.95,164.19,2028.59,7894.12,10.9158,0.02,308,1915,84.93,14.39,8.6027,33
49,136,42.0025,0.84,100.0,445.0,550.1,1356.11,1132.33,3.91,5.72,139.38,2212.25,8341.3,1.02,42.22,130.48,2388.33,8107.48,9.3952,0.02,331,2212,100.0,10.58,6.3747,32
49,137,10.0003,0.25,100.0,489.05,604.93,1502.46,1316.15,10.52,15.5,394.25,2318.95,8800.03,1.26,45.51,371.16,2388.2,8146.22,8.6608,0.03,371,2319,100.0,28.37,17.1518,31
49,138,25.0057,0.6212,60.0,462.54,537.01,1268.25,1049.82,7.05,9.03,175.6,1915.6,8036.02,0.94,36.99,164.59,2028.59,7880.62,10.9376,0.02,308,1915,84.93,14.27,8.4723,30
49,139,0.001,0.0003,100.0,518.67,642.69,1587.17,1417.29,14.62,21.61,552.72,2388.14,9077.36,1.3,47.67,521.12,2388.11,8154.29,8.456,0.03,393,2388,100.0,38.67,23.0789,29
49,140,25.0053,0.62,60.0,462.54,537.48,1262.51,1055.1,7.05,9.03,174.99,1915.58,8031.74,0.94,36.81,164.6,2028.54,7886.87,10.9438,0.02,308,1915,84.93,14.41,8.5806,28
49,141,10.0067,0.2506,100.0,489.05,605.09,1504.28,1315.34,10.52,15.5,394.08,2318.98,8808.62,1.26,45.58,371.01,2388.18,8152.4,8.6458,0.03,371,2319,100.0,28.39,17.1919,27
49,142,42.0017,0.84,100.0,445.0,549.78,1354.16,1136.85,3.91,5.72,137.91,2212.21,8342.87,1.02,42.19,130.48,2388.27,8100.87,9.4062,0.02,333,2212,100.0,10.45,6.3844,26
49,143,42.0033,0.84,100.0,445.0,550.26,1355.2,1137.65,3.91,5.72,138.8,2212.21,8344.53,1.02,42.42,130.67,2388.22,8100.65,9.3977,0.02,331,2212,100.0,10.49,6.2555,25
49,144,35.0057,0.8418,100.0,449.44,555.71,1369.71,1138.58,5.48,8.0,194.2,2223.26,8384.26,1.02,42.43,183.17,2388.41,8091.32,9.3642,0.02,336,2223,100.0,14.83,8.9761,24
49,145,20.003,0.7,100.0,491.19,608.17,1486.07,1261.32,9.35,13.66,333.57,2324.16,8743.68,1.08,44.63,313.95,2388.29,8082.46,9.2661,0.02,366,2324,100.0,24.34,14.5111,23
49,146,24.9999,0.622,60.0,462.54,537.22,1270.99,1057.27,7.05,9.03,175.5,1915.52,8030.21,0.94,37.0,164.26,2028.52,7886.53,10.962,0.02,307,1915,84.93,14.06,8.5626,22
49,147,0.002,0.0007,100.0,518.67,642.86,1600.86,1410.58,14.62,21.61,552.29,2388.12,9076.97,1.3,47.72,520.9,2388.12,8157.75,8.5001,0.03,394,2388,100.0,38.68,23.161,21
49,148,20.0053,0.7006,100.0,491.19,608.09,1494.65,1266.26,9.35,13.66,332.94,2324.17,8749.52,1.07,44.66,314.59,2388.26,8075.03,9.2862,0.02,365,2324,100.0,24.27,14.5477,20
49,149,20.003,0.7004,100.0,491.19,607.74,1482.89,1259.23,9.35,13.66,334.65,2324.15,8743.27,1.07,44.73,314.32,2388.27,8075.26,9.2807,0.02,366,2324,100.0,24.48,14.5444,19
49,150,35.0014,0.84,100.0,449.44,556.0,1366.52,1140.69,5.48,8.0,194.73,2223.3,8374.81,1.02,42.31,183.21,2388.42,8086.18,9.37,0.02,334,2223,100.0,14.75,8.9201,18
49,151,20.0053,0.7005,100.0,491.19,607.52,1490.64,1258.68,9.35,13.66,334.27,2324.15,8751.37,1.07,44.78,314.59,2388.27,8080.24,9.2799,0.02,368,2324,100.0,24.24,14.6356,17
49,152,42.0069,0.8407,100.0,445.0,550.08,1360.84,1138.01,3.91,5.72,138.69,2212.17,8351.54,1.02,42.55,130.65,2388.26,8102.25,9.4043,0.02,332,2212,100.0,10.59,6.246,16
49,153,42.0075,0.84,100.0,445.0,550.57,1361.01,1138.93,3.91,5.72,138.15,2212.2,8348.37,1.02,42.46,130.26,2388.35,8100.71,9.399,0.02,332,2212,100.0,10.7,6.2902,15
49,154,42.0075,0.84,100.0,445.0,550.38,1366.22,1135.53,3.91,5.72,138.38,2212.18,8342.2,1.02,42.36,130.61,2388.34,8104.58,9.4202,0.02,333,2212,100.0,10.7,6.4055,14
49,155,10.0022,0.2515,100.0,489.05,605.5,1506.06,1324.26,10.52,15.5,393.6,2319.05,8795.56,1.26,45.82,371.05,2388.3,8146.94,8.7371,0.03,373,2319,100.0,28.33,17.0372,13
49,156,42.0043,0.84,100.0,445.0,550.22,1363.34,1135.62,3.91,5.72,138.14,2212.14,8342.87,1.02,42.31,130.81,2388.27,8104.32,9.3902,0.02,332,2212,100.0,10.7,6.2653,12
49,157,25.0001,0.62,60.0,462.54,537.17,1262.78,1056.53,7.05,9.03,175.71,1915.65,8026.6,0.94,37.33,164.38,2028.54,7891.86,10.9592,0.02,310,1915,84.93,14.32,8.5166,11
49,158,19.9993,0.7,100.0,491.19,608.35,1494.61,1264.38,9.35,13.66,334.24,2324.22,8748.38,1.08,44.75,314.24,2388.31,8078.9,9.2559,0.03,367,2324,100.0,24.34,14.6044,10
49,159,42.0042,0.84,100.0,445.0,550.16,1360.86,1138.46,3.91,5.72,138.14,2212.13,8350.21,1.02,42.47,130.24,2388.21,8098.16,9.4236,0.02,334,2212,100.0,10.51,6.4282,9
49,160,10.002,0.2518,100.0,489.05,605.76,1509.66,1325.84,10.52,15.5,393.39,2319.13,8807.07,1.26,45.96,370.6,2388.29,8141.69,8.7273,0.03,371,2319,100.0,28.37,17.0503,8
49,161,42.0005,0.84,100.0,445.0,550.38,1365.82,1145.42,3.91,5.72,138.76,2212.16,8341.38,1.02,42.72,130.7,2388.2,8098.19,9.4006,0.02,332,2212,100.0,10.39,6.3904,7
49,162,20.0025,0.7,100.0,491.19,608.35,1485.84,1265.5,9.35,13.66,334.04,2324.24,8752.75,1.07,45.09,314.61,2388.31,8086.0,9.3063,0.03,367,2324,100.0,24.31,14.5949,6
49,163,25.0049,0.62,60.0,462.54,537.68,1270.52,1060.26,7.05,9.03,175.09,1915.6,8036.09,0.94,37.36,164.38,2028.45,7887.39,10.9999,0.02,309,1915,84.93,14.32,8.5693,5
49,164,24.9988,0.6201,60.0,462.54,536.84,1273.6,1067.11,7.05,9.03,175.83,1915.64,8031.18,0.94,37.31,164.27,2028.54,7889.26,10.9873,0.02,309,1915,84.93,14.09,8.4154,4
49,165,42.0016,0.84,100.0,445.0,550.3,1358.61,1139.85,3.91,5.72,138.12,2212.17,8347.74,1.02,42.53,130.11,2388.28,8107.47,9.4532,0.02,334,2212,100.0,10.51,6.3929,3
49,166,41.9998,0.84,100.0,445.0,550.3,1364.48,1141.05,3.91,5.72,137.89,2212.15,8349.85,1.02,42.59,130.54,2388.2,8104.54,9.4338,0.02,334,2212,100.0,10.27,6.3447,2
49,167,20.0035,0.7004,100.0,491.19,608.31,1493.94,1272.55,9.35,13.66,333.13,2324.31,8748.08,1.07,45.08,313.82,2388.39,8078.29,9.3167,0.03,368,2324,100.0,24.15,14.5491,1
49,168,10.0002,0.25,100.0,489.05,605.76,1514.41,1331.58,10.52,15.5,392.33,2319.19,8801.98,1.26,46.13,370.08,2388.38,8146.92,8.7704,0.03,372,2319,100.0,28.3,16.9361,0
50,1,10.0035,0.2507,100.0,489.05,604.26,1494.32,1301.77,10.52,15.49,396.35,2318.83,8782.01,1.26,45.09,372.46,2388.0,8140.99,8.6023,0.03,370,2319,100.0,28.71,17.2424,221
